1|[Hei], hvordan går det?|Hi, how's it going?
189|[Etter alt jeg har hørt], var det fantastisk.|From everything I've heard, it was great.
190|[Jeg vil ikke tråkke deg på tærne], men det var uhøflig.|I don't want to offend you, but that was rude.
191|[Jeg lar meg gjerne overbevise om noe annet].|I'm happy to be proven wrong.
192|[Det kan ikke nektes].|There's no denying that.
193|[Det sier seg selv].|That goes without saying.
194|[Som skutt ut av en kanon] kom svaret.|The answer came like a shot.
195|[Det hadde jeg ikke på radaren].|That wasn't on my radar.
196|[Jeg er helt enig med deg der].|I'm completely with you on that.
197|[Lang historie kort]: Vi flytter.|Long story short: we're moving.
198|[Der må jeg melde pass].|You've got me there. (I don't know)
199|[Det får stå åpent].|That remains to be seen.
200|[Jeg mangler ord].|I'm speechless.
201|[Kan jeg få presentere meg]? Jeg er den nye naboen.|May I briefly introduce myself? I'm the new neighbor.
202|[Vi har ikke hilst på hverandre ennå], har vi?|We haven't met yet, have we?
203|[Jeg tror vi har truffet hverandre før].|I think we've met before.
204|[Hvordan kjenner du] Lisa egentlig?|How do you actually know Lisa?
205|[Hva bringer deg] hit?|What brings you here?
206|[Hvor lenge har du vært] i byen?|How long have you been in the city?
207|[Er du her ofte]?|Do you come here often?
208|[Hva driver du med] når du ikke jobber?|What do you get up to when you're not working?
209|[Jeg ville bare høre hvordan det går].|I just wanted to check in quickly.
210|[Så hyggelig å høre fra deg]!|Nice to hear from you!
211|[Beklager at jeg først svarer nå].|Sorry I'm only getting back to you now.
212|[Jeg håper du har det bra].|I hope you're doing well.
213|[Kan du stave det], er du snill?|Could you spell that, please?
214|[Jeg fikk ikke med meg hva du sa].|I didn't catch what you said.
215|[Forbindelsen er] ganske [dårlig].|The connection is pretty bad.
216|[Du er veldig lav], kan du snakke høyere?|You're very quiet, can you speak louder?
217|[Hører du meg]?|Can you hear me?
218|[Jeg ringer deg tilbake om litt].|I'll call you right back.
219|[Hør her], har du noen planer i dag?|Say, do you have any plans today?
220|[Har du et øyeblikk]?|Would you have a moment?
221|[Jeg vil ikke oppholde deg].|I don't want to keep you.
222|[Nå skal jeg la deg jobbe videre].|I'll let you get back to work now.
223|[Det var hyggelig å prate med deg].|It was nice chatting with you.
224|[La høre fra deg]!|Keep in touch!
225|[Hils] moren din [så mye].|Give your mother my love.
226|[Takk, i like måte]!|Thanks, you too!
227|[Det er snilt av deg], takk.|That's kind of you, thanks.
228|[Det hadde vært veldig snilt].|That would be really sweet.
229|[Jeg håper jeg ikke forstyrrer].|I hope I'm not interrupting.
230|[Beklager at jeg kommer så brått på deg].|Sorry to spring this on you.
231|[Kan vi droppe det formelle]?|May I use "du" with you?
232|[Skal vi slutte å være så formelle]?|Shall we switch to "du"?
233|[Du trenger ikke være formell med meg].|You're welcome to call me "du".
234|[Jeg mente ikke å være uhøflig].|I didn't mean to be rude.
235|[Da har vi visst misforstått hverandre].|It seems we misunderstood each other.
236|[Forstår jeg deg riktig] at du ikke kommer?|Do I understand correctly that you're not coming?
237|[Det jeg vil fram til], er følgende.|What I'm getting at is the following.
238|[Kort og godt]: Jeg er med.|In a nutshell: I'm in.
239|[For å gjøre en lang historie kort], vi klarte det.|To make a long story short, we did it.
240|[Jeg skal fatte meg i korthet].|I'll keep it short.
241|[Jeg vil ikke gå som katten rundt grøten].|I don't want to beat around the bush.
242|[Bare si det rett ut].|Just say it straight out.
243|[Jeg må tilstå deg noe].|I have to confess something to you.
244|[Helt mellom oss], jeg er nervøs.|Just between us, I'm nervous.
245|[Vær så snill og hold det for deg selv].|Please keep that to yourself.
246|[Det blir mellom oss].|That stays between us.
247|[Jeg mente det ikke sånn].|I didn't mean it that way.
248|[Nå som du sier det], legger jeg merke til det også.|Now that you mention it, I notice it too.
249|[Å, det hadde jeg nesten glemt]!|Oh, I almost forgot!
250|[Mens vi først er inne på det]: Har du nøkkelen min?|While we're at it: do you have my key?
251|[For å komme tilbake til spørsmålet ditt]: Ja, gjerne.|To come back to your question: yes, gladly.
252|[Det var en ting til]: Takk for i går.|What I also wanted to say: thanks for yesterday.
253|[Hvordan skal jeg si det]? Det er komplisert.|How should I put it? It's complicated.
254|[Jeg kommer ikke på ordet akkurat nå].|The word escapes me right now.
255|[Hva er det det heter igjen]?|What do you call that again?
256|[Du skjønner hva jeg mener].|You know what I mean.
257|[Jeg henger ikke helt med].|I can't quite follow you.
258|[Kan du gi et eksempel]?|Can you give an example?
259|[Det var ikke det jeg sa].|That's not what I said.
260|[Du misforsto meg].|You misunderstood me.
261|[La meg gjøre det klart].|Let me clarify that.
262|[Sagt på en annen måte]: Vi trenger hjelp.|Put differently: we need help.
263|[Det er lettere sagt enn gjort].|That's easier said than done.
264|[Ja, hvis det er sånn]!|Well, if that's the case!
265|[Ok, du har overtalt meg]!|Okay, you've convinced me!
266|[For meg gjerne].|Fine by me.
267|[Gjerne for meg] kan vi også gå senere.|As far as I'm concerned, we can leave later too.
268|[Det er ikke så farlig].|It's no big deal.
269|[Ikke noe å snakke om].|Not worth mentioning.
270|[Ikke ta deg nær av det].|Don't let it get to you.
271|[Opp med hodet], det ordner seg.|Chin up, it'll be fine.
272|[Jeg er så spent at jeg nesten ikke holder ut].|I'm on tenterhooks.
273|[Nå er jeg virkelig spent].|Now I'm curious.
274|[Nei, se på det]!|Well, how about that!
275|[Det er ikke mulig]!|You're kidding!
276|[Du store min]!|Oh my goodness!
277|[Du tuller], ikke sant?|You're joking, right?
278|[Seriøst]?|Seriously?
279|[Spøk til side]: Hvordan har du det egentlig?|Joking aside: how are you really?
280|[Hvordan går det] på jobben?|So how are things going at work?
281|[Man gjør så godt man kan].|You do what you can.
282|[Kan ikke klage].|Can't complain.
283|[Man må jo].|You've got to keep going.
284|[Alt under kontroll].|Everything's fine.
285|[Det kunne vært verre].|It could be worse.
286|[Jeg er ganske stresset], men ellers bra.|I'm pretty stressed, but otherwise fine.
287|[Så fint at det gikk bra]!|Great that it worked out!
288|[Jeg ønsker deg lykke til]!|I wish you lots of success!
289|[Alt godt for fremtiden]!|All the best for the future!
290|[Godt nyttår]!|Happy New Year! (said before New Year)
291|[God påske] til dere alle!|Happy Easter to you all!
292|[Mine dypeste kondolanser].|My sincere condolences.
293|[Du har min dypeste medfølelse].|My heartfelt sympathy.
294|[Jeg tar kontakt så snart jeg kan].|I'll get in touch as soon as I can.
295|[Til neste gang]!|Until next time!
296|[Vi høres].|We'll be in touch.
297|[Vi ses rundt omkring]!|See you around!
298|[Ha det bra og ta vare på deg selv]!|Take care and look after yourself!
299|[Kom deg vel hjem]!|Get home safe!
300|[Hvis jeg husker riktig], traff vi hverandre i Wien.|If I remember rightly, we met in Vienna.
301|[Det er en glede] å treffe deg.|It's a pleasure to meet you.
302|[Jeg har hørt mye om deg].|I've heard a lot about you.
303|[Forhåpentligvis bare godt]!|Only good things, I hope!
304|[Kan jeg få presentere] kollegaen min [for deg]?|May I introduce my colleague to you?
305|[Vi har truffet hverandre så vidt].|We've met briefly.
306|[Navnet ditt er kjent for meg].|Your name rings a bell.
307|[Unnskyld at jeg forstyrrer].|Forgive the interruption.
308|[Jeg vil ikke være til bry].|I don't want to be a burden to you.
309|[Det er veldig imøtekommende av deg].|That's very obliging of you.
310|[Det setter jeg stor pris på].|I really appreciate that.
311|[Jeg står i stor takknemlighetsgjeld til deg].|I'm deeply indebted to you.
312|[Det var da en selvfølge].|It was the least I could do.
313|[Som du vil].|As you wish.
314|[Hvis du tillater], vil jeg gjerne legge til noe.|If you'll allow me, I'd like to add something.
315|[Med respekt å melde], det ser jeg annerledes på.|With all due respect, I see it differently.
316|[Med all respekt], det stemmer ikke helt.|With all due respect, that's not quite right.
317|[Jeg vil ikke være indiskret], men hvor gammel er du?|I don't want to be indiscreet, but how old are you?
318|[Hvis jeg får spørre]: Hva jobber du med?|If I may ask: what do you do for a living?
319|[Ikke ta det ille opp] om jeg går tidligere.|Don't hold it against me if I leave early.
320|[Dette er pinlig], men jeg har glemt navnet ditt.|This is embarrassing, but I've forgotten your name.
321|[Jeg ber så mye om unnskyldning].|I do apologize.
322|[Det var på ingen måte meningen].|That was by no means my intention.
323|[Jeg har visst uttrykt meg uklart].|I seem to have expressed myself unclearly.
324|[La meg presisere det].|Let me be more precise.
325|[Mer presist] handlet det om noe annet.|More precisely, it was about something else.
326|[Altså må vi] utsette hele greia.|In other words: we have to postpone the whole thing.
327|[Rett ut betyr det] at du ikke kommer.|In plain terms, that means you're not coming.
328|[Sagt litt rett fram]: Det var en fiasko.|To put it bluntly: that was a flop.
329|[Forsiktig uttrykt] var det ikke ideelt.|To put it mildly, that wasn't ideal.
330|[Mildt sagt] er jeg skuffet.|To put it mildly, I'm disappointed.
331|[Ærlig talt] ante jeg ingenting.|Frankly, I had no idea.
332|[Uten omsvøp]: Jeg trenger hjelpen din.|Without beating around the bush: I need your help.
333|[For å røpe det med en gang]: Det gikk bra.|To give it away now: it worked.
334|[I forbifarten kan jeg nevne at] maten var fremragende.|Incidentally, the food was excellent.
335|[I en bisetning nevnte han] at han skal flytte.|He mentioned in passing that he's moving.
336|[Bare sånn i parentes].|Just as an aside.
337|[Hvordan det nå enn er], vi bør begynne.|Be that as it may, we should get started.
338|[Som jeg sa], jeg er fleksibel der.|As I said, I'm flexible there.
339|[Som allerede nevnt], begynner møtet klokka ti.|As already mentioned, the meeting starts at ten.
340|[Jeg skal gå rett på sak].|I'll get straight to the point.
341|[Mye prat og lite innhold].|A lot of talk, no point at all.
342|[Det er som å snakke til en vegg].|I'm talking to a brick wall.
343|[Du går som katten rundt den varme grøten].|You're beating around the bush.
344|[Nå mistet du tråden].|Now you've lost the thread.
345|[Hvor var jeg]?|Where was I?
346|[Jeg kommer på avveie].|I'm digressing.
347|[Tilbake til saken].|Back to the topic.
348|[Det har ingenting med saken å gjøre].|That's beside the point here.
349|[Det er hevet over enhver tvil].|That's beyond question.
350|[Det sier seg selv].|That goes without saying.
351|[Det er innlysende].|That's obvious.
352|[Unnskyld? Det kan du ikke mene]!|Excuse me? You can't be serious!
353|[Nå går det over alle støvelskaft]!|That takes the cake!
354|[Man blir helt målløs].|It takes your breath away.
355|[Jeg er målløs].|I'm speechless.
356|[Jeg finner ikke ord].|I'm lost for words.
357|[Jeg tror ikke mine egne ører].|I can't believe my ears.
358|[Det var litt av en historie]!|That's quite something!
359|[Nå har vi et fint rot]!|Well, this is a fine mess!
360|[Det hadde jeg ikke trodd om deg].|I wouldn't have thought you had it in you.
361|[Hatten av]!|Hats off!
362|[All ære]!|Well done! / Respect!
363|[Det er ikke dårlig].|That's impressive.
364|[Respekt, det gjorde du bra].|Respect, you did that well.
365|[Jeg tar deg på ordet].|I'll hold you to that.
366|[Lovet er lovet].|A promise is a promise.
367|[Jeg holder deg oppdatert].|I'll keep you posted.
368|[Si ifra hvis noe endrer seg].|Let me know if anything changes.
369|[Jeg står til din disposisjon når som helst].|I'm at your disposal at any time.
370|[Ikke nøl med å ta kontakt].|Don't hesitate to get in touch.
371|[Jeg gleder meg til å se deg igjen snart].|I look forward to seeing you again soon.
372|[Det var en fornøyelse].|It was my pleasure.
373|[Velkommen tilbake snart]!|Do come again soon!
374|[Hils din kone fra meg].|Give my regards to your wife.
375|[Hils] familien din fra meg.|Give my regards to your family.
376|[Jeg ønsker deg en fortsatt hyggelig kveld].|I wish you a pleasant evening.
377|[Ha en trygg tur hjem].|Have a safe trip home.
378|[Alt godt]!|All the best!
379|[Vi snakkes snart]!|See you soon!
380|[Snakkes]!|See you soon!
381|[Vi ses senest neste uke].|We'll see each other next week at the latest.
382|[Ha det bra-bra]!|Bye-bye! (playful)
383|[Ha det, vi ses en dag]!|Bye, see you one of these days!
384|[Ja, takk for den]!|Well, that's just great! (ironic)
385|[Ha en fin kveld etter jobb]!|Enjoy the rest of your evening! (after work)
386|[God lunsj]!|Hello! (greeting at lunchtime at work)
387|[Hei på deg]!|Hi there!
388|[Heisann]!|Hello! (northern Germany)
389|[Hei, hvordan står det til]?|Hey, how's it going?
390|[Går det bra med deg]?|Hey, everything good?
391|[Det er evigheter siden]!|It's been ages!
392|[Så liten verden er]!|What a small world!
393|[Man møtes alltid igjen].|Our paths are bound to cross again.
394|[For et sammentreff] å treffe deg her!|What a coincidence to meet you here!
395|[Du er nesten ikke til å kjenne igjen]!|You're hardly recognizable!
396|[Du har ikke forandret deg det grann].|You haven't changed a bit.
397|[Tiden flyr].|Time flies.
398|[Husker du] hvordan vi ble kjent?|Do you remember how we met?
399|[Det var tider, det]!|Those were the days!
400|[La oss gjøre dette igjen snart].|Let's do this again soon.
401|[Dette er] moren min.|This is my mother.
402|[Dette er] faren min.|This is my father.
403|[Jeg har] to brødre.|I have two brothers.
404|[Jeg har en] søster.|I have a sister.
405|[Har du] søsken?|Do you have siblings?
406|[Jeg er] enebarn.|I'm an only child.
407|[Jeg er gift].|I'm married.
408|[Jeg er singel].|I'm single.
409|[Har du] barn?|Do you have children?
410|[Vi har] to barn.|We have two children.
411|[Hvor gammel er] sønnen din?|How old is your son?
412|Datteren min [er] fem [år gammel].|My daughter is five years old.
413|Foreldrene mine [bor i] Berlin.|My parents live in Berlin.
414|[Dette er] kona mi.|This is my wife.
415|[Dette er] mannen min.|This is my husband.
416|[Bestevennen min heter] Max.|My best friend's name is Max.
417|[Dette er] venninnen min Lisa.|This is my girlfriend / friend Lisa.
418|Mormor [er] åtti.|My grandma is eighty.
419|[Jeg elsker deg].|I love you.
420|[Jeg savner deg].|I miss you.
421|[Hvordan har] familien din det?|How is your family?
422|[Familien min har det bra].|My family is doing well.
423|[Vi er] en stor familie.|We're a big family.
424|[Broren min er] eldre [enn meg].|My brother is older than me.
425|[Søsteren min er] yngre.|My sister is younger.
426|[Han er] veldig hyggelig.|He's very nice.
427|[Hun er] kollegaen min.|She's my colleague.
428|[Blir du] med?|Are you coming along?
429|[Vi leker] sammen.|We play together.
430|[Jeg ringer] moren min.|I'm calling my mother.
431|[Vi spiser] hos foreldrene mine i dag.|We're eating at my parents' today.
432|[Onkelen min bor] i Hamburg.|My uncle lives in Hamburg.
433|[Tanten min er] lege.|My aunt is a doctor.
434|[Jeg besøker] besteforeldrene mine.|I'm visiting my grandparents.
435|[Vi har] en hund.|We have a dog.
436|[Katten vår heter] Mia.|Our cat's name is Mia.
437|[Dette er] babyen min.|This is my baby.
438|[Når har du bursdag]?|When is your birthday?
439|[Jeg har bursdag] i mai.|My birthday is in May.
440|[Gratulerer med dagen]!|Happy birthday!
441|[Vil du] spise med oss?|Do you want to eat with us?
442|[Jeg har] mange venner.|I have many friends.
443|[Han er] naboen min.|He's my neighbor.
444|[Vi er] venner.|We're friends.
445|[Hvor er] barna?|Where are the kids?
446|[Vi møtes] med venner i helgen.|We're meeting up with friends at the weekend.
447|[Jeg kommer godt overens med] faren min.|I get along well with my father.
448|[Har du lyst] til å stikke innom i kveld?|Do you feel like coming over tonight?
449|Mormor [har bursdag] neste uke.|It's my grandma's birthday next week.
450|[Vi skal ha] fest på lørdag.|We're having a party on Saturday.
451|[Jeg inviterer deg] til festen min.|I'm inviting you to my party.
452|[Takk for invitasjonen]!|Thanks for the invitation!
453|[Jeg kommer gjerne].|I'd love to come.
454|[Hvordan møttes dere]?|How did you two meet?
455|[Vi ble kjent] på universitetet.|We met at university.
456|[Vi har vært sammen i] fem år.|We've been together for five years.
457|[Vi giftet oss] i fjor.|We got married last year.
458|[Hun er gravid].|She's pregnant.
459|[Jeg passer barna] i dag.|I'm looking after the kids today.
460|[Foreldrene mine er skilt].|My parents are divorced.
461|[Jeg bor fortsatt hjemme hos] foreldrene mine.|I still live with my parents.
462|[Sønnen min går] på skolen.|My son goes to school.
463|[Vi feirer] jul [hos] familien min.|We're spending Christmas with my family.
464|[Vi ser hverandre] ikke så ofte.|We don't see each other that often.
465|[Jeg snakker i telefonen med] moren min hver søndag.|I talk on the phone with my mother every Sunday.
466|[Han ligner på] faren sin.|He looks like his father.
467|[Hun er] veldig [hjelpsom].|She's very helpful.
468|[Han er] noen ganger litt [sjenert].|He's sometimes a bit shy.
469|[Vi har mye til felles].|We have a lot in common.
470|[Hva jobber] barna dine [med]?|What do your kids do for work?
471|[Hvordan går det med] broren din?|How's your brother?
472|[Hils] henne [fra meg].|Give her my regards.
473|[Kan du hente] meg?|Can you pick me up?
474|[Jeg henter] barna.|I'm picking up the kids.
475|[Vi går] en [tur] sammen.|We're going for a walk together.
476|[Kommer dere innom] i morgen?|Are you coming by tomorrow?
477|[Ta med] kjæresten din!|Bring your boyfriend along!
478|[Jeg har blitt kjent med] en ny venn.|I met a new friend.
479|[Han er] på min alder.|He's my age.
480|[Familien min kommer fra] Italia.|My family comes from Italy.
481|[Jeg vokste opp] hos mormoren min.|I grew up at my grandma's.
482|[Vi krangler] av og til.|We argue sometimes.
483|[Vi er venner igjen].|We made up again.
484|[Jeg gleder meg til] familiefesten.|I'm looking forward to the family celebration.
485|[Barna våre leker] gjerne ute.|Our kids like playing outside.
486|[Vi har] en gave [til deg].|We have a present for you.
487|[Så snilt av deg]!|That's so sweet of you!
488|[Hva heter] kjæresten din?|What's your girlfriend's name?
489|[Jeg er venner med] henne.|I'm friends with her.
490|[Fetteren min bor] i utlandet.|My cousin lives abroad.
491|[Vi har kjent hverandre siden] skoletiden.|We've known each other since school.
492|[Jeg kan alltid stole på] henne.|I can always rely on her.
493|[Det kommer an på] hvem andre som kommer.|It depends on who else is coming.
494|[Vi har] et [nært forhold].|We have a close relationship.
495|[Jeg har] et [godt forhold til] søsteren min.|I have a good relationship with my sister.
496|[Han har slått opp med] kjæresten sin.|He broke up with his girlfriend.
497|[Hun gjorde det slutt].|She broke up (with him).
498|[Jeg har forelsket meg i] ham.|I fell in love with him.
499|[Vi har forlovet oss]!|We got engaged!
500|[De venter] sitt andre barn.|They're expecting their second child.
501|[Jeg er stolt av] deg.|I'm proud of you.
502|[Jeg er bekymret for] faren min.|I'm worried about my father.
503|[Han tar seg av] den syke moren sin.|He takes care of his sick mother.
504|[Vi finner på] mye [sammen].|We do a lot together.
505|[Jeg har ikke sett] henne på mange år.|I haven't seen her in years.
506|[Vi vokste opp] sammen.|We grew up together.
507|[Han minner meg om] bestefaren min.|He reminds me of my grandpa.
508|[Jeg savner] familien min [veldig].|I miss my family a lot.
509|[Jeg har hjemlengsel].|I'm homesick.
510|[Vi holder sammen].|We stick together.
