1|[Oi], tudo bem?|Hi, how's it going?
151|[Posso acrescentar uma coisinha]?|May I quickly add something?
152|[Me deixa terminar]!|Let me finish!
153|[Aonde você quer chegar]?|What are you getting at?
154|[A questão não é essa].|That's not the point.
155|[Falar é fácil].|That's easy for you to say.
156|[Isso é grego para mim].|It's all Greek to me.
157|[Você tem razão], foi erro meu.|You're right, that was my mistake.
158|[Nisso você tem] certa [razão].|You do have a point there.
159|[Não me leve a mal], mas vou ter que cancelar.|Don't take it the wrong way, but I have to cancel.
160|[Sem ofensa].|No offense.
161|[Vamos esquecer isso].|Let's forget about it.
162|[Não foi por mal].|I didn't mean it like that.
163|[Então, vamos lá]!|Well, let's get going!
164|[Vamos ver].|We'll see.
165|[Quem sabe]?|Who knows?
166|[Isso está fora de questão].|That's out of the question.
167|[Tô dentro]!|I'm in!
168|[Por sorte], ainda deu certo.|Luckily it still worked out.
169|[Infelizmente] vou ter que cancelar.|Unfortunately I have to cancel.
170|[Eu] te [entendi mal].|I misunderstood you.
171|[Era aí que eu queria chegar].|That's what I was getting at.
172|[Vou cruzar os dedos] por você!|I'll keep my fingers crossed for you!
173|[Tô torcendo por você]!|Break a leg!
174|[Não se preocupe com isso].|Don't worry about it.
175|[Boa sorte], arrasa lá!|Break a leg! (good luck)
176|[Cá entre nós], o projeto fracassou.|Between you and me, the project failed.
177|[Para falar a verdade], eu tinha dúvidas.|If I'm honest, I had doubts.
178|[A não ser que] você tenha uma ideia melhor.|Unless you have a better idea.
179|[Uma coisa não exclui a outra].|One doesn't rule out the other.
180|[Isso é outra história].|That's a different story.
181|[Isso não é problema meu].|That's not my problem.
182|[Vamos direto ao assunto].|Let's get to the point.
183|[Indo direto ao ponto]: precisamos de mais tempo.|To get to the point: we need more time.
184|[Como diz o ditado]: a prática leva à perfeição.|As the saying goes: practice makes perfect.
185|[Por assim dizer].|So to speak.
186|[No fundo], você tem razão.|Basically, you're right.
187|[A rigor], isso não é permitido.|Strictly speaking, that isn't allowed.
188|[Tirando isso], estou bem.|Apart from that, I'm doing well.
189|[Por tudo o que ouvi], foi ótimo.|From everything I've heard, it was great.
190|[Não quero te ofender], mas isso foi grosseiro.|I don't want to offend you, but that was rude.
191|[Aceito ser corrigido, se eu estiver errado].|I'm happy to be proven wrong.
192|[Não dá para negar isso].|There's no denying that.
193|[Isso nem precisa dizer].|That goes without saying.
194|[Na lata], veio a resposta.|The answer came like a shot.
195|[Isso não estava no meu radar].|That wasn't on my radar.
196|[Concordo plenamente com você].|I'm completely with you on that.
197|[Resumindo a história]: vamos nos mudar.|Long story short: we're moving.
198|[Aí você me pegou].|You've got me there. (I don't know)
199|[Isso ainda está por ver].|That remains to be seen.
200|[Fiquei sem palavras].|I'm speechless.
201|[Posso me apresentar]? Sou o novo vizinho.|May I briefly introduce myself? I'm the new neighbor.
202|[A gente ainda não se conhece], né?|We haven't met yet, have we?
203|[Acho que a gente já se viu antes].|I think we've met before.
204|[De onde você conhece] a Lisa, afinal?|How do you actually know Lisa?
205|[O que te traz] aqui?|What brings you here?
206|[Há quanto tempo você está] na cidade?|How long have you been in the city?
207|[Você vem sempre aqui]?|Do you come here often?
208|[O que você costuma fazer] quando não está trabalhando?|What do you get up to when you're not working?
209|[Só queria dar um oi rapidinho].|I just wanted to check in quickly.
210|[Que bom ter notícias suas]!|Nice to hear from you!
211|[Desculpa só responder agora].|Sorry I'm only getting back to you now.
212|[Espero que você esteja bem].|I hope you're doing well.
213|[Você poderia soletrar isso], por favor?|Could you spell that, please?
214|[Não consegui ouvir o que você disse].|I didn't catch what you said.
215|[A ligação está] bem [ruim].|The connection is pretty bad.
216|[Você está muito baixo], pode falar mais alto?|You're very quiet, can you speak louder?
217|[Você está me ouvindo]?|Can you hear me?
218|[Já te ligo de volta].|I'll call you right back.
219|[Diz aí], você já tem planos para hoje?|Say, do you have any plans today?
220|[Você teria um minutinho]?|Would you have a moment?
221|[Não quero te prender].|I don't want to keep you.
222|[Vou te deixar trabalhar agora].|I'll let you get back to work now.
223|[Foi bom bater papo com você].|It was nice chatting with you.
224|[Não some]!|Keep in touch!
225|[Manda um beijo] para a sua mãe.|Give your mother my love.
226|[Obrigado, igualmente]!|Thanks, you too!
227|[Que gentileza sua], obrigado.|That's kind of you, thanks.
228|[Seria muito legal da sua parte].|That would be really sweet.
229|[Espero não estar atrapalhando].|I hope I'm not interrupting.
230|[Desculpa chegar assim de surpresa].|Sorry to spring this on you.
231|[Posso te chamar de você]?|May I use "du" with you?
232|[Vamos deixar a formalidade de lado]?|Shall we switch to "du"?
233|[O senhor pode me chamar de você].|You're welcome to call me "du".
234|[Não quis ser grosseiro].|I didn't mean to be rude.
235|[Parece que a gente se desentendeu].|It seems we misunderstood each other.
236|[Entendi direito] que você não vem?|Do I understand correctly that you're not coming?
237|[Aonde eu quero chegar] é o seguinte.|What I'm getting at is the following.
238|[Em poucas palavras]: tô dentro.|In a nutshell: I'm in.
239|[Para encurtar a história], conseguimos.|To make a long story short, we did it.
240|[Vou ser breve].|I'll keep it short.
241|[Não quero ficar enrolando].|I don't want to beat around the bush.
242|[Fala logo de uma vez].|Just say it straight out.
243|[Preciso te confessar uma coisa].|I have to confess something to you.
244|[Só entre nós], estou nervoso.|Just between us, I'm nervous.
245|[Guarda isso para você], por favor.|Please keep that to yourself.
246|[Isso fica entre nós].|That stays between us.
247|[Não falei por mal].|I didn't mean it that way.
248|[Agora que você falou], eu também reparei.|Now that you mention it, I notice it too.
249|[Ah, quase me esqueci]!|Oh, I almost forgot!
250|[Já que estamos no assunto]: você está com a minha chave?|While we're at it: do you have my key?
251|[Voltando à sua pergunta]: sim, com prazer.|To come back to your question: yes, gladly.
252|[Outra coisa que eu queria dizer]: obrigado por ontem.|What I also wanted to say: thanks for yesterday.
253|[Como eu posso dizer]? É complicado.|How should I put it? It's complicated.
254|[Me fugiu a palavra agora].|The word escapes me right now.
255|[Como é que se chama isso mesmo]?|What do you call that again?
256|[Você sabe do que estou falando].|You know what I mean.
257|[Não estou conseguindo te acompanhar].|I can't quite follow you.
258|[Você pode dar um exemplo]?|Can you give an example?
259|[Eu não disse isso].|That's not what I said.
260|[Você me entendeu mal].|You misunderstood me.
261|[Deixa eu esclarecer uma coisa].|Let me clarify that.
262|[Dito de outra forma]: precisamos de ajuda.|Put differently: we need help.
263|[É mais fácil falar do que fazer].|That's easier said than done.
264|[Bom, se é assim]!|Well, if that's the case!
265|[Tá bom, você me convenceu]!|Okay, you've convinced me!
266|[Por mim, tudo bem].|Fine by me.
267|[Por mim], a gente também pode ir mais tarde.|As far as I'm concerned, we can leave later too.
268|[Não é nada de mais].|It's no big deal.
269|[Nem precisa agradecer].|Not worth mentioning.
270|[Não esquenta com isso].|Don't let it get to you.
271|[Cabeça erguida], vai dar tudo certo.|Chin up, it'll be fine.
272|[Estou roendo as unhas de ansiedade].|I'm on tenterhooks.
273|[Estou curioso para ver isso].|Now I'm curious.
274|[Olha só que coisa]!|Well, how about that!
275|[Não acredito]!|You're kidding!
276|[Meu Deus do céu]!|Oh my goodness!
277|[Você está brincando], né?|You're joking, right?
278|[Sério mesmo]?|Seriously?
279|[Brincadeiras à parte]: como você está de verdade?|Joking aside: how are you really?
280|[E aí, como andam as coisas] no trabalho?|So how are things going at work?
281|[A gente faz o que pode].|You do what you can.
282|[Não posso reclamar].|Can't complain.
283|[Vamos levando].|You've got to keep going.
284|[Tudo tranquilo].|Everything's fine.
285|[Poderia ser pior].|It could be worse.
286|[Estou bem estressado], mas fora isso tudo bem.|I'm pretty stressed, but otherwise fine.
287|[Que bom que deu certo]!|Great that it worked out!
288|[Te desejo muito sucesso]!|I wish you lots of success!
289|[Tudo de bom para o futuro]!|All the best for the future!
290|[Um ótimo Ano-Novo para você]!|Happy New Year! (said before New Year)
291|[Feliz Páscoa] para todos vocês!|Happy Easter to you all!
292|[Meus pêsames].|My sincere condolences.
293|[Meus sinceros sentimentos].|My heartfelt sympathy.
294|[Te dou notícias assim que puder].|I'll get in touch as soon as I can.
295|[Até a próxima]!|Until next time!
296|[A gente se fala].|We'll be in touch.
297|[A gente se vê por aí]!|See you around!
298|[Se cuida e fica bem]!|Take care and look after yourself!
299|[Chega bem em casa, viu]!|Get home safe!
300|[Se bem me lembro], nos conhecemos em Viena.|If I remember rightly, we met in Vienna.
301|[É um prazer] conhecer o senhor.|It's a pleasure to meet you.
302|[Já ouvi falar muito do senhor].|I've heard a lot about you.
303|[Espero que só coisas boas]!|Only good things, I hope!
304|[Posso apresentar] meu colega [ao senhor]?|May I introduce my colleague to you?
305|[Nos vimos de passagem].|We've met briefly.
306|[Seu nome não me é estranho].|Your name rings a bell.
307|[Perdoe o incômodo].|Forgive the interruption.
308|[Não quero incomodar o senhor].|I don't want to be a burden to you.
309|[É muita gentileza da sua parte].|That's very obliging of you.
310|[Agradeço muito].|I really appreciate that.
311|[Fico eternamente grato ao senhor].|I'm deeply indebted to you.
312|[Não foi nada, era o mínimo].|It was the least I could do.
313|[Como o senhor preferir].|As you wish.
314|[Se o senhor me permite], gostaria de acrescentar algo.|If you'll allow me, I'd like to add something.
315|[Com todo o respeito], vejo isso de outra forma.|With all due respect, I see it differently.
316|[Com todo o respeito que o senhor merece], não é bem assim.|With all due respect, that's not quite right.
317|[Não quero ser indiscreto], mas qual é a sua idade?|I don't want to be indiscreet, but how old are you?
318|[Se me permite a pergunta]: o que o senhor faz da vida?|If I may ask: what do you do for a living?
319|[Não me leve a mal] se eu sair mais cedo.|Don't hold it against me if I leave early.
320|[Que situação chata], mas esqueci o seu nome.|This is embarrassing, but I've forgotten your name.
321|[Peço mil desculpas].|I do apologize.
322|[Essa não era de forma alguma a minha intenção].|That was by no means my intention.
323|[Acho que não me expressei bem].|I seem to have expressed myself unclearly.
324|[Deixe-me ser mais preciso].|Let me be more precise.
325|[Para ser mais exato], era sobre outra coisa.|More precisely, it was about something else.
326|[Ou seja: vamos ter que] adiar tudo.|In other words: we have to postpone the whole thing.
327|[Traduzindo], você não vem.|In plain terms, that means you're not coming.
328|[Falando sem rodeios]: foi um fiasco.|To put it bluntly: that was a flop.
329|[Sendo cauteloso], não foi o ideal.|To put it mildly, that wasn't ideal.
330|[Para dizer o mínimo], estou decepcionado.|To put it mildly, I'm disappointed.
331|[Francamente], eu não fazia ideia.|Frankly, I had no idea.
332|[Sem rodeios]: preciso da sua ajuda.|Without beating around the bush: I need your help.
333|[Já adiantando]: deu certo.|To give it away now: it worked.
334|[A propósito], a comida estava excelente.|Incidentally, the food was excellent.
335|[Ele comentou de passagem] que vai se mudar.|He mentioned in passing that he's moving.
336|[Só um parêntese].|Just as an aside.
337|[Seja como for], deveríamos começar.|Be that as it may, we should get started.
338|[Como eu falei], sou flexível quanto a isso.|As I said, I'm flexible there.
339|[Como já mencionado], a reunião começa às dez.|As already mentioned, the meeting starts at ten.
340|[Vou direto ao assunto].|I'll get straight to the point.
341|[Muito blá-blá-blá e nada de conteúdo].|A lot of talk, no point at all.
342|[Estou falando com as paredes].|I'm talking to a brick wall.
343|[Você está enrolando].|You're beating around the bush.
344|[Agora você perdeu o fio da meada].|Now you've lost the thread.
345|[Onde é que eu estava]?|Where was I?
346|[Estou fugindo do assunto].|I'm digressing.
347|[Voltando ao assunto].|Back to the topic.
348|[Isso não vem ao caso].|That's beside the point here.
349|[Isso está fora de discussão].|That's beyond question.
350|[É óbvio que sim].|That goes without saying.
351|[Isso salta aos olhos].|That's obvious.
352|[Como assim? Você não pode estar falando sério]!|Excuse me? You can't be serious!
353|[Isso já é demais]!|That takes the cake!
354|[É de tirar o fôlego].|It takes your breath away.
355|[Estou sem palavras].|I'm speechless.
356|[Nem sei o que dizer].|I'm lost for words.
357|[Não acredito no que estou ouvindo].|I can't believe my ears.
358|[Isso é o cúmulo]!|That's quite something!
359|[Ah, que bela confusão]!|Well, this is a fine mess!
360|[Eu não esperava isso de você].|I wouldn't have thought you had it in you.
361|[Tiro o chapéu]!|Hats off!
362|[Mandou bem]!|Well done! / Respect!
363|[Isso é impressionante].|That's impressive.
364|[Respeito, você fez um ótimo trabalho].|Respect, you did that well.
365|[Vou cobrar isso de você].|I'll hold you to that.
366|[Promessa é dívida].|A promise is a promise.
367|[Te mantenho informado].|I'll keep you posted.
368|[Me avisa se algo mudar].|Let me know if anything changes.
369|[Estou sempre à sua disposição].|I'm at your disposal at any time.
370|[Não hesite em entrar em contato].|Don't hesitate to get in touch.
371|[Espero revê-lo em breve].|I look forward to seeing you again soon.
372|[Foi um prazer].|It was my pleasure.
373|[Volte sempre]!|Do come again soon!
374|[Mande lembranças à sua esposa].|Give my regards to your wife.
375|[Dê minhas lembranças] à sua família.|Give my regards to your family.
376|[Desejo ao senhor uma ótima noite].|I wish you a pleasant evening.
377|[Faça uma boa viagem de volta para casa].|Have a safe trip home.
378|[Tudo de bom para o senhor]!|All the best!
379|[Até mais]!|See you soon!
380|[Até breve]!|See you soon!
381|[A gente se vê no máximo semana que vem].|We'll see each other next week at the latest.
382|[Tchauzinho]!|Bye-bye! (playful)
383|[Tchau, até qualquer dia]!|Bye, see you one of these days!
384|[Ah, que maravilha, hein]!|Well, that's just great! (ironic)
385|[Bom descanso]!|Enjoy the rest of your evening! (after work)
386|[Bom almoço]!|Hello! (greeting at lunchtime at work)
387|[E aí]!|Hi there!
388|[Opa, tudo bom]?|Hello! (northern Germany)
389|[Fala, como é que vai, tudo certo]?|Hey, how's it going?
390|[E aí, tudo em cima]?|Hey, everything good?
391|[Há quanto tempo]!|It's been ages!
392|[Como o mundo é pequeno]!|What a small world!
393|[O mundo dá voltas].|Our paths are bound to cross again.
394|[Que coincidência] te encontrar aqui!|What a coincidence to meet you here!
395|[Você está irreconhecível]!|You're hardly recognizable!
396|[Você não mudou nada].|You haven't changed a bit.
397|[O tempo voa].|Time flies.
398|[Lembra] como a gente se conheceu?|Do you remember how we met?
399|[Bons tempos aqueles]!|Those were the days!
400|[Vamos repetir isso em breve].|Let's do this again soon.
401|[Esta é] a minha mãe.|This is my mother.
402|[Este é] o meu pai.|This is my father.
403|[Eu tenho] dois irmãos.|I have two brothers.
404|[Eu tenho uma] irmã.|I have a sister.
405|[Você tem] irmãos?|Do you have siblings?
406|[Eu sou] filho único.|I'm an only child.
407|[Eu sou casado].|I'm married.
408|[Eu sou solteiro].|I'm single.
409|[Você tem] filhos?|Do you have children?
410|[A gente tem] dois filhos.|We have two children.
411|[Quantos anos tem] o seu filho?|How old is your son?
412|Minha filha [tem] cinco [anos].|My daughter is five years old.
413|Meus pais [moram em] Berlim.|My parents live in Berlin.
414|[Esta é] a minha esposa.|This is my wife.
415|[Este é] o meu marido.|This is my husband.
416|[Meu melhor amigo se chama] Max.|My best friend's name is Max.
417|[Esta é] a minha namorada, Lisa.|This is my girlfriend / friend Lisa.
418|Minha avó [tem] oitenta anos.|My grandma is eighty.
419|[Eu te amo].|I love you.
420|[Estou com saudade de você].|I miss you.
421|[Como está] a sua família?|How is your family?
422|[Minha família está bem].|My family is doing well.
423|[Somos] uma família grande.|We're a big family.
424|[Meu irmão é] mais velho [do que eu].|My brother is older than me.
425|[Minha irmã é] mais nova.|My sister is younger.
426|[Ele é] muito legal.|He's very nice.
427|[Ela é] minha colega de trabalho.|She's my colleague.
428|[Você vem] junto?|Are you coming along?
429|[A gente brinca] junto.|We play together.
430|[Vou ligar para] a minha mãe.|I'm calling my mother.
431|[Hoje a gente vai comer] na casa dos meus pais.|We're eating at my parents' today.
432|[Meu tio mora] em Hamburgo.|My uncle lives in Hamburg.
433|[Minha tia é] médica.|My aunt is a doctor.
434|[Vou visitar] os meus avós.|I'm visiting my grandparents.
435|[A gente tem] um cachorro.|We have a dog.
436|[Nossa gata se chama] Mia.|Our cat's name is Mia.
437|[Este é] o meu bebê.|This is my baby.
438|[Quando é o seu aniversário]?|When is your birthday?
439|[Meu aniversário é] em maio.|My birthday is in May.
440|[Feliz aniversário]!|Happy birthday!
441|[Quer] comer com a gente?|Do you want to eat with us?
442|[Eu tenho] muitos amigos.|I have many friends.
443|[Ele é] meu vizinho.|He's my neighbor.
444|[Nós somos] amigos.|We're friends.
445|[Cadê] as crianças?|Where are the kids?
446|[A gente vai se encontrar] com os amigos no fim de semana.|We're meeting up with friends at the weekend.
447|[Eu me dou bem com] o meu pai.|I get along well with my father.
448|[Você está a fim de] passar aqui hoje à noite?|Do you feel like coming over tonight?
449|[É aniversário da] minha avó semana que vem.|It's my grandma's birthday next week.
450|[A gente vai dar] uma festa no sábado.|We're having a party on Saturday.
451|[Quero te convidar] para a minha festa.|I'm inviting you to my party.
452|[Obrigado pelo convite]!|Thanks for the invitation!
453|[Vou com prazer].|I'd love to come.
454|[Como vocês se conheceram]?|How did you two meet?
455|[A gente se conheceu] na faculdade.|We met at university.
456|[Estamos juntos há] cinco anos.|We've been together for five years.
457|[A gente se casou] no ano passado.|We got married last year.
458|[Ela está grávida].|She's pregnant.
459|[Hoje eu vou cuidar das crianças].|I'm looking after the kids today.
460|[Meus pais são divorciados].|My parents are divorced.
461|[Eu ainda moro com] os meus pais.|I still live with my parents.
462|[Meu filho vai] à escola.|My son goes to school.
463|[A gente vai passar] o Natal [com] a minha família.|We're spending Christmas with my family.
464|[A gente não se vê] com tanta frequência.|We don't see each other that often.
465|[Eu falo] todo domingo [com] a minha mãe por telefone.|I talk on the phone with my mother every Sunday.
466|[Ele é parecido com] o pai.|He looks like his father.
467|[Ela é] muito [prestativa].|She's very helpful.
468|[Ele é] às vezes um pouco [tímido].|He's sometimes a bit shy.
469|[A gente tem muita coisa em comum].|We have a lot in common.
470|[Com o que] os seus filhos [trabalham]?|What do your kids do for work?
471|[Como vai] o seu irmão?|How's your brother?
472|[Manda um abraço] pra ela.|Give her my regards.
473|[Você pode] me [buscar]?|Can you pick me up?
474|[Eu vou buscar] as crianças.|I'm picking up the kids.
475|[A gente vai dar uma volta] juntos.|We're going for a walk together.
476|[Vocês vão passar aqui] amanhã?|Are you coming by tomorrow?
477|[Traz] o seu namorado [junto]!|Bring your boyfriend along!
478|[Eu conheci] um amigo novo.|I met a new friend.
479|[Ele tem] a minha idade.|He's my age.
480|[Minha família é da] Itália.|My family comes from Italy.
481|[Eu fui criado] pela minha avó.|I grew up at my grandma's.
482|[A gente briga] às vezes.|We argue sometimes.
483|[A gente fez as pazes].|We made up again.
484|[Estou ansioso pela] festa de família.|I'm looking forward to the family celebration.
485|[Nossos filhos adoram brincar] lá fora.|Our kids like playing outside.
486|[A gente tem] um presente [pra você].|We have a present for you.
487|[Que fofo da sua parte]!|That's so sweet of you!
488|[Como se chama] a sua namorada?|What's your girlfriend's name?
489|[Eu sou] amigo [dela].|I'm friends with her.
490|[Meu primo mora] no exterior.|My cousin lives abroad.
491|[A gente se conhece desde] a época da escola.|We've known each other since school.
492|[Eu sempre posso contar com] ela.|I can always rely on her.
493|[Depende] de quem mais vai.|It depends on who else is coming.
494|[A gente tem] uma [relação muito próxima].|We have a close relationship.
495|[Eu tenho] uma [boa relação com] a minha irmã.|I have a good relationship with my sister.
496|[Ele terminou com] a namorada.|He broke up with his girlfriend.
497|[Ela terminou com ele].|She broke up (with him).
498|[Eu me apaixonei por] ele.|I fell in love with him.
499|[A gente ficou noivo]!|We got engaged!
500|[Eles estão esperando] o segundo filho.|They're expecting their second child.
501|[Tenho orgulho de] você.|I'm proud of you.
502|[Estou preocupado com] o meu pai.|I'm worried about my father.
503|[Ele cuida da] mãe doente.|He takes care of his sick mother.
504|[A gente faz] muita coisa [junto].|We do a lot together.
505|[Faz anos que eu não vejo] ela.|I haven't seen her in years.
506|A gente [cresceu junto].|We grew up together.
507|[Ele me lembra] o meu avô.|He reminds me of my grandpa.
508|[Sinto muita falta da] minha família.|I miss my family a lot.
509|[Estou com saudade de casa].|I'm homesick.
510|[A gente está sempre unido].|We stick together.
511|[Ela me ajudou] muito.|She helped me a lot.
512|[Eu queria te agradecer].|I wanted to thank you.
513|[Ele me convidou] para jantar.|He invited me to dinner.
514|[A gente conversou] muito [bem].|We had a really good conversation.
515|[Estou brigado] com ela.|I'm fighting with her.
516|[Desculpa por] ter feito tanto barulho.|I'm sorry I was so loud.
517|[Eu te perdoei].|I've forgiven you.
518|[A gente devia fazer alguma coisa juntos] de novo.|We should do something together again.
519|[Ela é] a minha [melhor amiga].|She's my closest friend.
520|[Ele sabe ouvir] como ninguém.|He's a good listener.
521|[Ela tem] um [ótimo senso de humor].|She has a great sense of humor.
522|[A gente sempre ri muito junto].|We always laugh a lot together.
523|[Eu posso conversar] com ele [sobre tudo].|I can talk to him about anything.
524|Meus pais sempre me [apoiaram].|My parents have always supported me.
525|[Ele vai ser pai] no mês que vem.|He's becoming a father next month.
526|[As crianças cresceram] rápido.|The kids grew up fast.
